"","new_pcon","con","lab","ld","grn","brx","pc","snp","other","total_votes","con_pct","lab_pct","ld_pct","grn_pct","brx_pct","pc_pct","snp_pct","other_pct","winning_pct","winner"
"103","Calder Valley CC",29433.0365813121,23210.3116810948,2857.40520747822,13.2585276277943,11.7137565995388,0,0,683.425835669478,56209.151589782,0.523634243692492,0.412927628769158,0.0508352310373185,0.000235878451333973,0.000208395897611594,0,0,0.0121586221520859,0.523634243692492,"Con"
"104","Camborne and Redruth CC",27108.5371277809,20065.7342913073,3957.53431441707,1432.00242913,0,0,0,681.915543565752,53245.723706201,0.509121394937934,0.376851564682,0.0743258620401881,0.0268942241640191,0,0,0,0.0128069541758587,0.509121394937934,"Con"
"105","Cambridge BC",7301.61906315777,22368.0600091503,15202.0640290309,2070.41434550216,902.917808116878,0,0,235.717616326145,48080.7928712842,0.151861452923722,0.465218201975813,0.316177482133623,0.0430611523201128,0.0187791788403751,0,0,0.00490253180635308,0.465218201975813,"Lab"
"106","Cannock Chase CC",31636,11757,0,2920,0,0,0,0,46313,0.68309114071643,0.253859607453631,0,0.0630492518299398,0,0,0,0,0.68309114071643,"Con"
"107","Canterbury CC",25087.4234733354,27747.9918525705,3283.74326159074,0,0,0,0,470.753722864965,56589.9123103617,0.443319709275144,0.490334597099028,0.0580270074210644,0,0,0,0,0.00831868620476321,0.490334597099028,"Lab"
"108","Cardiff East",10787.2025328897,29326.6535552491,5416.64475537388,294.329139146952,1969.8342138073,959.149683029897,0,424.82821975938,49178.6420992562,0.219347303472066,0.59632906284927,0.110142218738809,0.00598489764221048,0.0400546686472479,0.0195033787450671,0,0.00863846990532918,0.59632906284927,"Lab"
"109","Cardiff North",19748.8196038449,26966.5885883138,3580,820,1468.12741288626,1839.88137277084,0,286.792393115972,54710.2093709319,0.360971376840274,0.492898654535976,0.0654356845123333,0.0149880618156741,0.0268346151434452,0.0336295801812154,0,0.00524202697108207,0.492898654535976,"Lab"
"110","Cardiff South and Penarth",15284.2613908036,25394.0307921992,3866.35524462612,1171.38569634434,1035.1657861927,1426.8503169701,0,101.114006791971,48279.163233928,0.316580909174968,0.525983241862684,0.0800833110112615,0.0242627588773361,0.0214412536766014,0.0295541641858322,0,0.0020943612113168,0.525983241862684,"Lab"
"111","Cardiff West",15267.483805954,25606.2060003562,2812.97359773841,1158.30492723761,1753.93858659547,4446.05348764648,0,297.285132847935,51342.2455383762,0.297366888531243,0.498735607136947,0.0547886748668955,0.0225604648782225,0.0341617038406409,0.086596397197377,0,0.0057902635486741,0.498735607136947,"Lab"
"112","Carlisle CC",27907.9196935458,17682.306340245,3703.60428153067,575.139485135344,0,0,0,1269.66085145049,51138.6306519073,0.54573068026617,0.345771994964154,0.0724228285802278,0.0112466735578086,0,0,0,0.0248278226316398,0.54573068026617,"Con"
"113","Carshalton and Wallington BC",20943.5257564025,6095.30957136394,20371.6015887406,765.064595670276,1043,0,0,200,49418.5015121773,0.423799288030653,0.123340639332457,0.412226210131458,0.0154813394226807,0.021105455812799,0,0,0.00404706726995188,0.423799288030653,"Con"
"114","Castle Point BC",34883.2520403464,7480.33970516368,3000.74567090222,0,0,0,0,192.363982661754,45556.701399074,0.765710663174911,0.164198448865653,0.0658683701573533,0,0,0,0,0.00422251780208266,0.765710663174911,"Con"
"115","Central Ayrshire",16189.4801832018,6576.22706018849,2282.53181441095,0,0,0,21456.3026321876,0,46504.5416899888,0.348126862342285,0.141410426190786,0.0490819118189981,0,0,0,0.461380799647931,0,0.461380799647931,"SNP"
"116","Central Devon CC",31253.748602881,14102.3681344294,8560.02360704574,2768.77508784297,0,0,0,0.223441054262416,56685.1388732534,0.551357008629081,0.248784221309962,0.151010013862465,0.04884481440601,0,0,0,3.94179248218875e-06,0.551357008629081,"Con"
"117","Central Suffolk and North Ipswich CC",30681.9919664856,11742.503188451,5093.01404766261,2700.13699338579,0,0,0,138.965783293009,50356.6119792781,0.609294207066817,0.233186918795949,0.101138933845637,0.0536203069916004,0,0,0,0.00275963329999631,0.609294207066817,"Con"
"118","Ceredigion Preseli",15842.7455165665,9055.22599855522,7733.62922736554,663,2063,17352.4659629921,0,0,52710.0667054794,0.300563943602819,0.171793104515535,0.14672015633328,0.0125782424769931,0.0391386338311263,0.329205919240247,0,0,0.329205919240247,"PC"
"119","Chatham and Aylesford CC",22608.2903232529,11175.4168504045,2824.936528419,1103.64118901612,0,0,0,429.64637691906,38141.9312680116,0.592741100716465,0.292995568889217,0.0740638041783738,0.0289351155624809,0,0,0,0.0112644106534634,0.592741100716465,"Con"
"120","Cheadle BC",25355.2539882266,6641.25831633695,23187.4147061268,0,0,0,0,0,55183.9270106904,0.459468098080709,0.120347693179762,0.420184208739529,0,0,0,0,0,0.459468098080709,"Con"
"121","Chelmsford BC",29770.3370509743,9908.05661293349,13474.4665395201,0,0,0,0,535.730096669423,53688.5903000974,0.554500255726035,0.184546782799688,0.250974489443722,0,0,0,0,0.00997847203055453,0.554500255726035,"Con"
"122","Chelsea and Fulham BC",24300.9267434435,17625.8773596776,12806.6687374619,318.001841779941,212.917322390393,0,0,479.868023558809,55744.2600283121,0.435935946249913,0.316191789983857,0.229739684964111,0.00570465625731565,0.00381953805256817,0,0,0.00860838449223448,0.435935946249913,"Con"
"123","Cheltenham BC",26990.59779361,2662.23406513514,26945.0754630352,0,0,0,0,412.128749033941,57010.0360708143,0.473435901006693,0.0466976386723958,0.472637404220648,0,0,0,0,0.00722905610026313,0.473435901006693,"Con"
"124","Chesham and Amersham CC",30708.4637665621,7750.6454710788,12457.4133603496,2699.60859038678,0,0,0,2250.06707131562,55866.1982596929,0.549678781144449,0.138735867349521,0.222986595623378,0.0483227546259314,0,0,0,0.040276001256721,0.549678781144449,"Con"
"125","Chester North and Neston CC",19711.2930676033,26341.205373305,3538.70327573661,1399.8236135895,1481.83286880521,0,0,0,52472.8581990396,0.375647405994821,0.501996770852233,0.0674387368477933,0.0266770986302995,0.0282399876748534,0,0,0,0.501996770852233,"Lab"
"126","Chester South and Eddisbury CC",30383.795328447,10546.6554412937,10278.816234567,1395.14593993594,480.474378346182,0,0,216.737357114586,53301.6246797043,0.570035069494161,0.197867429082505,0.192842456422925,0.0261745481178019,0.00901425390376762,0,0,0.00406624297883949,0.570035069494161,"Con"
"127","Chesterfield BC",16720,18171,3985,1148,4771,0,0,391,45186,0.370026114283185,0.402137830301421,0.0881910326207232,0.0254060992342761,0.105585800911787,0,0,0.00865312264860798,0.402137830301421,"Lab"
"128","Chichester CC",29664.6947586521,9021.75275489649,9738.26817209257,1984.21509258754,0,0,0,427.114744546224,50836.0455227749,0.583536631411704,0.177467634669866,0.191562267913419,0.0390316570099575,0,0,0,0.00840180899505397,0.583536631411704,"Con"
"129","Chingford and Woodford Green BC",26489.9093108616,25171.0943544016,3103.01549009988,181.299526521367,132.230469509855,0,0,41.1734360652603,55118.7225874595,0.480597301013803,0.456670495482935,0.0562969413011373,0.00328925486677762,0.00239901186570569,0,0,0.000746995469641526,0.480597301013803,"Con"
"130","Chippenham CC",29122.9715942206,6813.61704909428,13839.7906852466,764.168946000137,0,0,0,0,50540.5482745615,0.576229831065742,0.134814862159376,0.273835388766697,0.015119918008186,0,0,0,0,0.576229831065742,"Con"
"131","Chipping Barnet BC",26204.8447869638,21451.0491021269,5815.21216300841,1147.09995632759,0,0,0,62.2241649590745,54680.4301733858,0.47923625882004,0.39229847011276,0.106349056592441,0.0209782540607355,0,0,0,0.00113796041402323,0.47923625882004,"Con"
"132","Chorley CC",0,0,0,3383.77385189141,0,0,0,34429.4926118029,37813.2664636943,0,0,0,0.089486420199648,0,0,0,0.910513579800352,0.910513579800352,"Other"
"133","Christchurch CC",33877.6783551456,6628.64911800919,9247.15794353272,2198.83146586047,0,0,0,0,51952.316882548,0.652091771609245,0.127591020300308,0.177993177175108,0.0423240309153393,0,0,0,0,0.652091771609245,"Con"
"134","Cities of London and Westminster BC",22150.9891228531,14252.2325961513,14345.9351462937,895.276552428349,54.3558400405791,0,0,244.792043065771,51943.5813008327,0.426443240302685,0.274379090529185,0.276183019865511,0.0172355569255676,0.00104643997736266,0,0,0.00471265239968825,0.426443240302685,"Con"
"135","City of Durham CC",16030.7175540823,20698.8332315302,7822.99104381202,1681.77347981917,2952.04718612179,0,0,290.543619703506,49476.9061150691,0.324004041740191,0.418353427018874,0.15811399010314,0.033991080119437,0.0596651532586976,0,0,0.00587230775966034,0.418353427018874,"Lab"
"136","Clackmannanshire and Forth Valley",16403.1283214119,5969.90129504483,2567.35806221451,746.368635455555,0,0,26489.9445614552,213.350152026678,52390.0510276087,0.313096246322946,0.11395104944446,0.0490046871850069,0.0142463811509218,0,0,0.50562929491127,0.00407234098539523,0.50562929491127,"SNP"
"137","Clacton CC",34231.122398561,7488.85765192046,3064.43850478846,1403.86674848236,0,0,0,1622.05947864179,47810.3447823941,0.715977317343389,0.156636763152526,0.0640957206800342,0.0293632425131417,0,0,0,0.0339269563109091,0.715977317343389,"Con"
"138","Clwyd East",28482.2417517366,18414.1433969527,3557.88926166652,0,1824.53608923112,2277.25840528451,0,0,54556.0689048714,0.522072838521424,0.337526947351378,0.0652152791263307,0,0.0334433203464959,0.041741614654372,0,0,0.522072838521424,"Con"
"139","Clwyd North",20358.7741935849,22275.500233731,2037.53011558919,0,956.703909030112,1963.56364146211,0,0,47592.0720933973,0.427776587529783,0.468050649066431,0.0428123850457829,0,0.0201021696881073,0.0412582086698957,0,0,0.468050649066431,"Lab"
"140","Coatbridge and Bellshill",5750.07466847519,17476.2539951878,1348.58645616335,666.263652939433,0,0,21991.2564102348,75.0295492314916,47307.4647322321,0.121546878511067,0.369418528219726,0.028506842710692,0.01408368968218,0,0,0.46485806277527,0.00158599810106441,0.46485806277527,"SNP"
"141","Colchester BC",25186.0877214089,16157.3951544434,7045.50925137654,1409.31454694196,0,0,0,2.88692958366552,49801.1936037545,0.505732611989246,0.324437909721612,0.141472698574947,0.0282988106300271,0,0,0,5.7969084167651e-05,0.505732611989246,"Con"
"142","Colne Valley CC",26883.1830300618,19317.4654002408,3630.68941360048,1002.80643402234,1069.76681648664,0,0,746.482854232078,52650.3939486441,0.510597946451911,0.366900681105697,0.0689584472462239,0.0190465134031188,0.0203183060231251,0,0,0.0141781057699247,0.510597946451911,"Con"
"143","Congleton CC",29307.7715041598,11975.5204494009,5625.98903996234,1438.68599443524,0,0,0,538.043590651967,48886.0105786103,0.599512440415485,0.244968249764293,0.115083824050555,0.0294294007100823,0,0,0,0.0110060850595852,0.599512440415485,"Con"
"144","Corby and East Northamptonshire CC",29530.2528989018,20861.1890393609,3462.49547333128,0,0,0,0,0,53853.937411594,0.54833971884374,0.387366087644128,0.0642941935121321,0,0,0,0,0,0.54833971884374,"Con"
"145","Coventry East BC",16455.5228700134,22993.5093776625,1887.45605353147,1003.16787645368,2245.46186034934,0,0,104.48321061684,44689.6012486272,0.368218162844289,0.514515876965199,0.0422347929002711,0.022447456419954,0.0502457349721446,0,0,0.00233797589814139,0.514515876965199,"Lab"
"146","Coventry North West BC",20560.8983754611,20876.9266830213,2696.58019931586,1429.91932647534,1955.62885574786,0,0,1.37328871349533,47521.326728735,0.432666758081659,0.439316999758712,0.0567446320408664,0.0300900548218638,0.0411526569304585,0,0,2.88983664394399e-05,0.439316999758712,"Lab"
"147","Coventry South BC",18556.5787545256,20003.5639393162,3591.96374715268,1242.91279707098,1296.9092839028,0,0,329.143500669665,45021.0720226379,0.412175408555238,0.444315584694603,0.0797840563491366,0.0276073567605411,0.02880671706908,0,0,0.00731087657140111,0.444315584694603,"Lab"
"148","Cramlington and Killingworth CC",18469.0311182206,18589.3463569898,3024.72976655542,1279.42356367161,3674.97311103853,0,0,0,45037.503916476,0.410081143761258,0.412752589296791,0.0671602443191548,0.0284079589766865,0.0815980636461099,0,0,0,0.412752589296791,"Lab"
"149","Crawley BC",27040,18680,2728,1451,0,0,0,0,49899,0.541894627146837,0.374356199523037,0.05467043427724,0.0290787390528868,0,0,0,0,0.541894627146837,"Con"
"150","Crewe and Nantwich CC",26554.5263246417,19658.6498264066,2185.38604649571,862.814912825113,1359.38100555855,0,0,140.439647973776,50761.1977639015,0.523126472471179,0.387277107168396,0.0430522947204732,0.0169975286406401,0.0267799237496571,0,0,0.00276667324965387,0.523126472471179,"Con"
"151","Croydon East BC",21611.5580654459,22838.129075555,3593.61542567743,1203.15860167638,869.154944661325,0,0,40.5768722828535,50156.1929852989,0.430885136592811,0.455340162724253,0.0716484886867458,0.0239882361492036,0.0173289656357308,0,0,0.000809010211256402,0.455340162724253,"Lab"
"152","Croydon South BC",27346.3506298831,14759.1108900435,6862.68125433722,1547.17194333896,38.284126633487,0,0,369.354724407123,50922.9535686433,0.53701422862326,0.289832184815211,0.134765970420126,0.0303826042072245,0.00075180491213811,0,0,0.00725320702204044,0.53701422862326,"Con"
"153","Croydon West and South Norwood BC",9189.99515461134,32447.5698868692,2364.87214387787,1106.50430654767,625.448251532648,0,0,230.043930554646,45964.4336739934,0.19993709092104,0.705927763996971,0.0514500441939724,0.0240730542748691,0.0136072219657636,0,0,0.00500482464738392,0.705927763996971,"Lab"
"154","Dagenham and Rainham BC",19686.5574505609,19804.1542624141,1245.6045761644,659.3949897743,3053.73263217275,0,0,401.99515410707,44851.4390651935,0.43892811158067,0.441550029947265,0.0277717861929437,0.0147017577031551,0.0680854995027923,0,0,0.00896281507317419,0.441550029947265,"Lab"
"155","Darlington CC",22769.7257717418,18023.3413084207,2465.6962991208,1199.02073307034,1592.95722051702,0,0,307.897791844341,46358.639124715,0.491164671820633,0.388780638274,0.0531874176135225,0.0258640192142982,0.0343616044515805,0,0,0.00664164862596653,0.491164671820633,"Con"
"156","Dartford CC",26921.264272387,13220.3891411506,2751.08119156454,1126.26041101116,0,0,0,0,44018.9950161133,0.611582891943179,0.300333734023488,0.0624975920181162,0.025585782015216,0,0,0,0,0.611582891943179,"Con"
"157","Daventry CC",36313.4453960146,10413.308861006,7082.86418782051,2297.12897301301,0,0,0,12.3700828569674,56119.1175007111,0.647077983639968,0.185557245458717,0.126211253905245,0.0409330915259652,0,0,0,0.000220425470104918,0.647077983639968,"Con"
"158","Derby North BC",21259,18719,3450,1046,1908,0,0,635,47017,0.452155603292426,0.398132590339664,0.0733777144437119,0.0222472722632239,0.0405810664227833,0,0,0.0135057532381904,0.452155603292426,"Con"
"159","Derby South BC",15671,21690,2621,0,2480,0,0,0,42462,0.369059394281946,0.510809665112336,0.061725778342989,0,0.058405162262729,0,0,0,0.510809665112336,"Lab"
"160","Derbyshire Dales CC",32462.2869062119,13748.0738558769,6938.49128462768,2331.95654818259,0,0,0,0,55480.8085948991,0.585108395647941,0.247798729039088,0.125061105999555,0.0420317693134161,0,0,0,0,0.585108395647941,"Con"
"161","Dewsbury and Batley BC",14543.8498769211,26035.4510560374,940.726561471645,412.140964262483,1415.54262298572,0,0,1943.31303034726,45291.0241120256,0.321119916408768,0.574847921116548,0.0207707063356482,0.00909983760232641,0.0312543743653142,0,0,0.0429072441713957,0.574847921116548,"Lab"
"162","Didcot and Wantage CC",27509.791262657,8313.0300448637,16183.1766591026,64.8640402629554,0,0,0,1158.35860705429,53229.2206139405,0.516817472534104,0.15617418307054,0.304028059634303,0.00121857956052747,0,0,0,0.0217617052005251,0.516817472534104,"Con"
"163","Doncaster Central CC",15492.8208265023,17161.2985674584,2174.76492292371,1078.40447308452,6996.66828491895,0,0,1020.66721548833,43924.6242903762,0.352713792702759,0.390698812902957,0.0495112925393923,0.0245512509328577,0.159288062173634,0,0,0.0232367887484004,0.390698812902957,"Lab"
"164","Doncaster East and Axholme CC",23315.0725583497,12426.7422585517,1969.90309559799,1080.60568552954,4062.24719965276,0,0,659.919120387612,43514.4899180693,0.535800203616041,0.285577109646677,0.0452700491102389,0.0248332380217289,0.0933538967663716,0,0,0.0151655028389424,0.535800203616041,"Con"
"165","Doncaster North CC",13763.1394239416,15145.5622045405,1574.61631096924,52.1093985201421,7868.01135472593,0,0,1768.80875147315,40172.2474441706,0.342603172577511,0.377015555965322,0.0391966198345653,0.0012971491971556,0.195856887660082,0,0,0.044030614765364,0.377015555965322,"Lab"
"166","Dorking and Horley CC",29258.6156366063,4328.75656049163,14848.7761141946,1669.40626459462,0,0,0,1147.55930060203,51253.1138764892,0.570865132353017,0.084458411071826,0.289714614217929,0.0325718017566228,0,0,0,0.0223900406006051,0.570865132353017,"Con"
"167","Dover and Deal CC",29125.7216164177,16547.1206373434,2928.71686584959,1384.35628284686,0,0,0,1052.67579729038,51038.591199748,0.570660767308983,0.324208020801035,0.0573824001996367,0.0271237165898438,0,0,0,0.0206250951005007,0.570660767308983,"Con"
"168","Droitwich and Evesham CC",35484.4370971741,8992.0583484955,6103.52310574676,2041.07191179682,0,0,0,606.914123728493,53228.0045869417,0.666649771535479,0.16893472558807,0.114667516716269,0.0383458280586674,0,0,0,0.0114021581015153,0.666649771535479,"Con"
"169","Dudley BC",25604.9712272487,13440.1189036386,1304.34414406996,828.747879803102,0,0,0,0,41178.1821547604,0.621809169016186,0.32638932076036,0.0316756125651159,0.0201258976583379,0,0,0,0,0.621809169016186,"Con"
"170","Dulwich and West Norwood BC",8578.73489362383,34208.3941024902,662.017688940701,7920.84393669057,560.128922358951,0,0,281.174300955084,52211.2938450594,0.164308031114529,0.655191464973192,0.012679587885818,0.151707482296766,0.0107281180202347,0,0,0.00538531570946103,0.655191464973192,"Lab"
"171","Dumfries and Galloway",23029.6052017818,5190.46690012213,3181.38855795561,0,0,0,21240.1754696726,0,52641.6361295321,0.437478902538558,0.0986000299715279,0.0604348343225381,0,0,0,0.403486233167376,0,0.437478902538558,"Con"
"172","Dumfriesshire, Clydesdale and Tweeddale",23332.2924639638,4344.23407643782,3731.45128943858,0,0,0,19394.0229791619,0,50802.0008090022,0.459279006582539,0.0855130508101566,0.0734508726037688,0,0,0,0.381757070003536,0,0.459279006582539,"Con"
"173","Dundee East and Arbroath",15762.039249701,4796.31415669624,3973.64534331212,0,0,0,27254.8463217844,262.610626805266,52049.455698299,0.302828128329805,0.0921491702909966,0.0763436483629161,0,0,0,0.523633647194415,0.00504540582186814,0.523633647194415,"SNP"
"174","Dundee West",5814.44047802269,11817.9674587331,2566.11529222541,0,1230.23946397238,0,26338.0541707415,264.47125011941,48031.2881138145,0.121055268479264,0.246047272992749,0.0534259103387934,0,0.0256132931737582,0,0.548352026460983,0.00550622855445228,0.548352026460983,"SNP"
"175","Dunfermline and East Ochils",11031.8510898895,11502.7268458961,4196.78057314136,1128.27184078617,0,0,22355.3853027035,15.023679716248,50230.0393321329,0.219626566822779,0.229000952394988,0.0835512101710942,0.0224620935159093,0,0,0.445060079584736,0.000299097510493829,0.445060079584736,"SNP"
"176","Dunstable and Leighton Buzzard CC",29191.5759647727,13051.7056672933,4571.22454628809,1818.75112059296,0,0,0,0,48633.2572989471,0.600238963747237,0.268369967223558,0.0939937976637864,0.0373972713654188,0,0,0,0,0.600238963747237,"Con"
"177","Dwyfor Meirionnydd",12772.1484331272,9158.36104043303,0,0,2524.31727759356,25761.2059929449,0,0,50216.0327440987,0.254344035862295,0.182379223127882,0,0,0.050269149903926,0.513007591105897,0,0,0.513007591105897,"PC"
"178","Ealing Central and Acton BC",13982.9031209723,30648.5490751078,8638.18697425494,1725.58375610439,830.343447731733,0,0,0,55825.5663741712,0.250474899390215,0.54900560918067,0.154735321740534,0.0309102776412272,0.0148738920473525,0,0,0,0.54900560918067,"Lab"
"179","Ealing North BC",15427.6583033828,27576.9133290701,4337.57670311263,1440.63496000731,0,0,0,0,48782.7832955728,0.316252113166796,0.565300121601974,0.0889161382373662,0.0295316269938631,0,0,0,0,0.565300121601974,"Lab"
"180","Ealing Southall BC",11805.0861389709,29568.0777785646,5391.07458987951,1924.38477222263,940.69044076919,0,0,457,50086.3137204068,0.235694848793815,0.590342462486266,0.1076356830725,0.0384213696173566,0.0187813869876777,0,0,0.00912424904238468,0.590342462486266,"Lab"
"181","Earley and Woodley BC",23490.5284159762,12544.7461517845,9825.27068066502,1340.36269210194,286.870758187662,0,0,104.662985605515,47592.4416843208,0.493576870289365,0.263586941703756,0.206446030775974,0.0281633520925975,0.00602765372053124,0,0,0.0021991514177764,0.493576870289365,"Con"
"182","Easington CC",10960.2840837008,18227.3239088972,1589.64933771273,72.0016888126621,7508.73208447706,0,0,1519.04583552174,39877.0369391221,0.274852018228766,0.457088221893811,0.0398637777460634,0.00180559275059937,0.188297141935099,0,0,0.0380932474456609,0.457088221893811,"Lab"
"183","East Cambridgeshire CC",31242.3638371467,8128.84532654193,14583.9367947448,387.787406835674,0,0,0,704.02489855507,55046.9582638242,0.567558405087727,0.147671108139758,0.264936288120557,0.00704466548318839,0,0,0,0.0127895331687699,0.567558405087727,"Con"
"184","East Grinstead and Uckfield CC",32739.5496762254,7594.35980867944,18040.7221337708,2498.44678510141,0,0,0,329.167192543761,61202.2455963209,0.534940333597719,0.124086293479662,0.29477222539781,0.0408227959735451,0,0,0,0.00537835155126315,0.534940333597719,"Con"
"185","East Ham BC",5830.09994896327,35303.7965907141,1468.81590703677,647.278732993604,842.466234554306,0,0,203.04117340956,44295.4985876716,0.13161833899271,0.797006416370712,0.0331594846851,0.0146127429113927,0.0190192290732852,0,0,0.00458378796679966,0.797006416370712,"Lab"
"186","East Hampshire CC",31099.8854153269,4774.37695124474,13652.5699166473,2294.83875369422,0,0,0,518.475408610583,52340.1464455237,0.594187970943032,0.0912182574080868,0.26084317381223,0.0438447140395894,0,0,0,0.00990588379706233,0.594187970943032,"Con"
"187","East Kilbride and Strathaven",11062.2976033741,11409.616538973,3503.46810493388,1024.20890514941,0,0,24463.556570494,485.778163605026,51948.9258865294,0.212945646413117,0.219631423446458,0.0674406264450282,0.0197156897408536,0,0,0.470915541621189,0.00935107233335484,0.470915541621189,"SNP"
"188","East Lothian and Lammermuirs",13049.9095427836,14267.8720235076,3631.44943964118,0,0,0,17481.8889110419,432.581156023089,48863.7010729974,0.267067562550949,0.291993273333775,0.0743179366257207,0,0,0,0.357768415555051,0.00885281193450444,0.357768415555051,"SNP"
"189","East Renfrewshire",19451,6855,4174,0,0,0,24877,0,55357,0.351373809996929,0.123832577632458,0.0754014849070578,0,0,0,0.449392127463555,0,0.449392127463555,"SNP"
"190","East Surrey CC",30857.8259575194,7522.04190969695,10603.6050887651,2252.3334827882,0,0,0,1603.07513953775,52838.8815783074,0.583998469229294,0.14235808338504,0.200678075917456,0.0426264412779108,0,0,0,0.0303389301902992,0.583998469229294,"Con"
"191","East Thanet BC",24701.5131600866,19118.9165892248,2079.86687703122,1835.44425625386,0,0,0,0,47735.7408825965,0.517463701272359,0.400515761057249,0.0435704325223849,0.0384501051480072,0,0,0,0,0.517463701272359,"Con"
"192","East Wiltshire CC",31541.91898272,8643.46102680515,7628.87629196638,2028.62553527344,0,0,0,134.080991677322,49976.9628284423,0.631129168272892,0.172948905608287,0.152647857336875,0.0405912128401475,0,0,0,0.00268285594179836,0.631129168272892,"Con"
"193","East Worthing and Shoreham CC",27104,19663,4127,2006,0,0,0,255,53155,0.509904994826451,0.369918163860408,0.0776408616310789,0.037738688740476,0,0,0,0.00479729094158593,0.509904994826451,"Con"
"194","Eastbourne BC",24426.6173479115,3662.04024542774,20453.8903321383,0,1377.1626846664,0,0,160.399705633671,50080.1103157777,0.487750869434806,0.0731236457415313,0.40842342804693,0,0.0274991943105309,0,0,0.00320286246620221,0.487750869434806,"Con"
"195","Eastleigh BC",29671.5615546551,5803.40056294059,16074.0429472425,893.697820006127,0,0,0,173.176696316762,52615.879581161,0.563927882434924,0.110297511115228,0.305497942354987,0.0169853250980549,0,0,0,0.00329133899680673,0.563927882434924,"Con"
"196","Edinburgh East",8034.42214486212,14666.0986408281,3424.99754945722,1898.33021164527,10.4901022667423,0,25873.1797622571,60.9916098568437,53968.5100211733,0.148872409886988,0.271752891363393,0.0634628887866925,0.0351747752698843,0.000194374502142578,0,0.479412526899599,0.00113013329130108,0.479412526899599,"SNP"
"197","Edinburgh North and Leith",9514.03303376195,13413.7017476463,5512.33655559252,1931.93219171113,511.123691580231,0,25682.889675205,121.18615191978,56687.2030474169,0.16783387647127,0.236626628701829,0.0972412865560087,0.034080570002636,0.00901656218869527,0,0.453063271682713,0.00213780439684794,0.453063271682713,"SNP"
"198","Edinburgh South",9237.7646669732,24760.9481639776,4139.03250602478,1519.53115890786,0.438014796429327,0,13572.9595088358,0.162162212306091,53230.8361817279,0.173541603506581,0.465161735942766,0.0777562932112185,0.0285460696826224,8.22859131752058e-06,0,0.254983022669384,3.04639611056411e-06,0.465161735942766,"Lab"
"199","Edinburgh South West",12730.2611992754,7473.31513891879,4931.95143195581,1262.24258671508,618.220251527466,0,24735.0715625883,113.277625398938,51864.3397963797,0.245453065618006,0.144093517207761,0.0950933040181122,0.0243373884960393,0.011919948348993,0,0.476918662412335,0.00218411389875332,0.476918662412335,"SNP"
"200","Edinburgh West",10797.6094123438,4236.06428512163,22911.2325173285,1071.96385102065,42.7279398291315,0,18377.0105800719,16.8012945890435,57453.4098803047,0.187936789736918,0.0737304242506548,0.398779333812571,0.0186579674427318,0.000743697196008881,0,0.31985935418555,0.000292433375565461,0.398779333812571,"LD"
"201","Edmonton BC",12831.4789313595,29634.7396734981,2833.16371247636,1007.01348313095,891.269150326829,0,0,69.2352061971524,47266.9001569889,0.271468594063539,0.626966007397808,0.0599396978237729,0.0213048344568043,0.0188560948013648,0,0,0.00146477145671071,0.626966007397808,"Lab"
"202","Ellesmere Port and Bromborough BC",15584.9304831286,30368.6510237338,1343.59901208273,767.982980406145,2279.99262100947,0,0,0,50345.1561203608,0.309561667578694,0.603208994945435,0.0266877514267822,0.0152543569150946,0.0452872291339938,0,0,0,0.603208994945435,"Lab"
"203","Eltham and Chislehurst BC",22235.2303581473,20097.7616202277,4297.30800912017,1566.37604635077,1343.88600537932,0,0,123.512426080324,49664.0744653056,0.447712568844516,0.404674039264894,0.0865274960902007,0.0315394188498371,0.0270595197806039,0,0,0.00248695716994802,0.447712568844516,"Con"
"204","Enfield North BC",20158.0385672529,25614.0077124528,3547.40596366516,1251.27706154198,881.875488613709,0,0,3.7730948320141,51456.3778883586,0.391750049157919,0.497781009149649,0.0689400635886523,0.0243172394344737,0.0171383125824957,0,0,7.3326086810858e-05,0.497781009149649,"Lab"
"205","Epping Forest CC",32364,10191,5387,1975,0,0,0,351,50268,0.643829076151826,0.202733349248031,0.107165592424604,0.0392894087689982,0,0,0,0.00698257340654094,0.643829076151826,"Con"
"206","Epsom and Ewell BC",29301.8876561212,9444.42508018406,13170.2929326505,1886.90530596885,0,0,0,1197.79237304888,55001.3033479735,0.532748969069673,0.171712750522157,0.239454197100145,0.0343065562288784,0,0,0,0.0217775270791471,0.532748969069673,"Con"
"207","Erewash CC",27560,16954,2487,1115,0,0,0,698,48814,0.564592125209981,0.347318392264514,0.0509484983816118,0.0228418076781251,0,0,0,0.014299176465768,0.564592125209981,"Con"
"208","Erith and Thamesmead BC",14438.3113114693,28569.2495863102,2515.66755823756,1279.42667464579,2200.45038964192,0,0,286.468675140872,49289.5741954457,0.292928302732293,0.579620539488246,0.0510385329818898,0.0259573489024787,0.0446433231684367,0,0,0.00581195272665475,0.579620539488246,"Lab"
"209","Esher and Walton BC",27388.7930506355,2795.12871512646,23590.0092824881,113.729310789482,0,0,0,645.396920916334,54533.0572799559,0.502242023769728,0.0512556759980856,0.432581822093418,0.00208551136617246,0,0,0,0.0118349667725957,0.502242023769728,"Con"
"210","Exeter BC",17128.2470171676,27459.3746820519,13.3007956653363,4418.36040573492,1182.76381600232,0,0,809.581984295063,51011.6287009171,0.335771420230298,0.538296372441804,0.000260740462597643,0.086614768401925,0.0231861606093173,0,0,0.0158705378540581,0.538296372441804,"Lab"
